ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original index term
HID.LB.AA	Reattachment of pulmonary artery							Pulmonary arterial sling repair with division of left pulmonary artery & reimplantation anterior of trachea					FALSE	FALSE									Reattachment of pulmonary artery	
		Pulmonary arterial sling repair with division of left pulmonary artery and reimplantation anterior of trachea		I									FALSE	FALSE										Pulmonary arterial sling repair with division of left pulmonary artery & reimplantation anterior of trachea
HID.LH.AF	Percutaneous dilatation with insertion of device into pulmonary artery							Percutaneous transluminal dilation with insertion of stent into:; pulmonary arteyr; pulmonary tree; pulmonary trunk					FALSE	FALSE									Percutaneous dilatation with insertion of device into pulmonary artery	
		Percutaneous transluminal dilation with insertion of stent into pulmonary artery		I									FALSE	FALSE										Percutaneous transluminal dilation with insertion of stent into pulmonary arteyr
		Percutaneous transluminal dilation with insertion of stent into pulmonary tree		I									FALSE	FALSE										Percutaneous transluminal dilation with insertion of stent into pulmonary tree
		Percutaneous transluminal dilation with insertion of stent into pulmonary trunk		I									FALSE	FALSE										Percutaneous transluminal dilation with insertion of stent into pulmonary trunk
HID.LI.AA	Systemic to pulmonary arterial shunt							Ascending aorta-right pulmonary artery anastomosis; Central systemic-to-pulmonary arterial interposition shunt; Classical Blalock anastomosis; Descending aorta-pulmonary artery anastomosis; Modified Blalock interposition shunt; Modified left Blalock interposition shunt; Modified right Blalock interposition shunt; Potts procedure; Subclavian artery-pulmonary artery anastomosis; Subclavian-pulmonary anastomosis (graft); Waterston anastomosis					FALSE	FALSE									Systemic to pulmonary arterial shunt	
		Ascending aorta-right pulmonary artery anastomosis		I									FALSE	FALSE										Ascending aorta-right pulmonary artery anastomosis
		Central systemic-to-pulmonary arterial interposition shunt		I									FALSE	FALSE										Central systemic-to-pulmonary arterial interposition shunt
		Classical Blalock anastomosis		I									FALSE	FALSE										Classical Blalock anastomosis
		Descending aorta-pulmonary artery anastomosis		I									FALSE	FALSE										Descending aorta-pulmonary artery anastomosis
		Modified Blalock interposition shunt		I									FALSE	FALSE										Modified Blalock interposition shunt
		Modified left Blalock interposition shunt		D									TRUE	FALSE										Modified left Blalock interposition shunt
		Modified right Blalock interposition shunt		D									TRUE	FALSE										Modified right Blalock interposition shunt
		Potts procedure		I									FALSE	FALSE										Potts procedure
		Subclavian artery-pulmonary artery anastomosis		I									FALSE	FALSE										Subclavian artery-pulmonary artery anastomosis
		Subclavian-pulmonary anastomosis		I									FALSE	FALSE										Subclavian-pulmonary anastomosis (graft)
		Waterston anastomosis		I									FALSE	FALSE										Waterston anastomosis
HID.LL.AA	Banding of pulmonary artery							Application of pulmonary arterial band; Application of pulmonary artery band; PAB; PA band; Plication of pulmonary artery; Pulmonary trunk band					FALSE	FALSE									Banding of pulmonary artery	
		Application of pulmonary arterial band		S									FALSE	FALSE										Application of pulmonary arterial band
		Application of pulmonary artery band		S									FALSE	FALSE										Application of pulmonary artery band
		PAB		S									FALSE	FALSE										PAB
		PA band		S									FALSE	FALSE										PA band
		Plication of pulmonary artery		I									FALSE	FALSE										Plication of pulmonary artery
		Pulmonary trunk band		I									FALSE	FALSE										Pulmonary trunk band
HIE.GA.AA	Pulmonary vein isolation							Open ablation of pulmonary vein					FALSE	FALSE									Pulmonary vein isolation	
		Open ablation of pulmonary vein		I									FALSE	FALSE										Open ablation of pulmonary vein
HIE.GA.AF	Percutanous transluminal pulmonary vein isolation							Catheter ablation, pulmonary vein					FALSE	FALSE									Percutanous transluminal pulmonary vein isolation	
		Catheter ablation of pulmonary vein		I									FALSE	FALSE										Catheter ablation, pulmonary vein
HIE.LB.AA	Total anomalous pulmonary venous connection repair							Correction of total anomalous pulmonary venous connection with or without anastomosis between (horizontal) pulmonary venous confluence; Correction of total anomalous pulmonary venous connection with or without incision [excision] of common wall, between posterior left atrium and coronary sinus and roofing of resultant defect with patch graft (synthetic); Correction of total anomalous pulmonary venous connection with or without ligation of venous connection (descending anomalous vein) (to left innominate vein) (to superior vena cava); Correction of total anomalous pulmonary venous connection with or without repair of atrial septal defect; Repair of total anomalous pulmonary venous connection, without graft; Total anomalous pulmonary venous connection repair: direct anastomosis of pulmonary venous confluence to left atrium					FALSE	FALSE									Total anomalous pulmonary venous connection repair	
		Correction of total anomalous pulmonary venous connection with or without anastomosis between horizontal pulmonary venous confluence		I									FALSE	FALSE										Correction of total anomalous pulmonary venous connection with or without anastomosis between (horizontal) pulmonary venous confluence
		Correction of total anomalous pulmonary venous connection with or without incision or excision of common wall, between posterior left atrium and coronary sinus and roofing of resultant defect with patch graft		I									FALSE	FALSE										Correction of total anomalous pulmonary venous connection with or without incision [excision] of common wall, between posterior left atrium and coronary sinus and roofing of resultant defect with patch graft (synthetic)
		Correction of total anomalous pulmonary venous connection with or without ligation of venous connection (descending anomalous vein) (to left innominate vein) (to superior vena cava)		R			Split index terms					R?(WC)	FALSE	TRUE										Correction of total anomalous pulmonary venous connection with or without ligation of venous connection (descending anomalous vein) (to left innominate vein) (to superior vena cava)
		Correction of total anomalous pulmonary venous connection with or without repair of atrial septal defect		I									FALSE	FALSE										Correction of total anomalous pulmonary venous connection with or without repair of atrial septal defect
		Repair of total anomalous pulmonary venous connection without graft		I									FALSE	FALSE										Repair of total anomalous pulmonary venous connection, without graft
		Total anomalous pulmonary venous connection repair direct anastomosis of pulmonary venous confluence to left atrium		I									FALSE	FALSE										Total anomalous pulmonary venous connection repair direct anastomosis of pulmonary venous confluence to left atrium
HIE.LH.AF	Percutaneous transluminal dilatation with insertion of device into pulmonary vein							Percutaneous transluminal dilation with stent placement into pulmonary vein					FALSE	FALSE									Percutaneous transluminal dilatation with insertion of device into pulmonary vein	
		Percutaneous transluminal dilation with stent placement into pulmonary vein		I									FALSE	FALSE										Percutaneous transluminal dilation with stent placement into pulmonary vein
HIE.LI.AA	Partial anomalous pulmonary venous connection repair							Partial anomalous pulmonary venous connection repair with:; baffle redirection to left atrium & systemic vein translocated to right atrial appendage; interatrial baffle redirection to left atrium					FALSE	FALSE									Partial anomalous pulmonary venous connection repair	
		Partial anomalous pulmonary venous connection repair with baffle redirection to left atrium and systemic vein translocated to right atrial appendage		I									FALSE	FALSE										Partial anomalous pulmonary venous connection repair with baffle redirection to left atrium & systemic vein translocated to right atrial appendage
		Partial anomalous pulmonary venous connection repair with interatrial baffle redirection to left atrium		I									FALSE	FALSE										Partial anomalous pulmonary venous connection repair with interatrial baffle redirection to left atrium
HIE.ML.AA	Pulmonary venous stenosis repair with patch							Pulmonary venous stenosis repair using pericardial well, sutureless with neo-atrium, technique					FALSE	FALSE									Pulmonary venous stenosis repair with patch	
		Pulmonary venous stenosis repair using pericardial well, sutureless with neo-atrium, technique		I									FALSE	FALSE										Pulmonary venous stenosis repair using pericardial well, sutureless with neo-atrium, technique
HIF.BA.BB	Ascending aortography with intravenous contrast medium							Arteriography of ascending aorta with IV contrast					FALSE	FALSE									Ascending aortography with intravenous contrast medium	
