ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Action flag comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original Expanded index with include note
			prosthesis total	D	Repair of tricuspid valve with replacement - prosthesis total, NOS								FALSE	FALSE										Repair of tricuspid valve with replacement - prosthesis total, NOS
		Repair of tricuspid valve with prosthesis		I									FALSE	FALSE										
			bioprosthesis	I	Repair of tricuspid valve with bioprosthesis								FALSE	FALSE										Repair of tricuspid valve with bioprosthesis
			homograft	I	Repair of tricuspid valve with homograft								FALSE	FALSE										Repair of tricuspid valve with prosthesis via homograft
			prosthesis mechanical	I	Repair of tricuspid valve with mechanical prosthesis								FALSE	FALSE										Repair of tricuspid valve with mechanical prosthesis
			prosthesis partial	I	Repair of tricuspid valve with prosthesis, NOS								FALSE	FALSE										Repair of tricuspid valve with partial prosthesis
			prosthesis synthetic	D	Repair of tricuspid valve with synthetic prosthesis								FALSE	FALSE										Repair of tricuspid valve with synthetic prosthesis
			prosthesis total	D	Repair of tricuspid valve with total prosthesis								FALSE	FALSE										Repair of tricuspid valve with total prosthesis
		Tricuspid valve repair converted to tricuspid valvar replacement		I									FALSE	FALSE										
			bioprosthesis	I	Tricuspid valve repair converted to tricuspid valvar replacement with bioprosthesis	Repeated words: [Tricuspid]							FALSE	FALSE										Tricuspid valve repair converted to tricuspid valvar replacement - bioprosthesis
			homograft	I	Tricuspid valve repair converted to tricuspid valvar replacement with homograft	Repeated words: [Tricuspid]							FALSE	FALSE										Tricuspid valve repair converted to tricuspid valvar replacement with homograft
			prosthesis mechanical	I	Tricuspid valve repair converted to tricuspid valvar replacement with mechanical prosthesis	Repeated words: [Tricuspid]							FALSE	FALSE										Tricuspid valve repair converted to tricuspid valvar replacement - prosthesis mechanical
			prosthesis partial	I	Tricuspid valve repair converted to tricuspid valvar replacement with prosthesis, NOS	Repeated words: [Tricuspid]							FALSE	FALSE										Tricuspid valve repair converted to tricuspid valvar replacement - prosthesis partial
			prosthesis synthetic	D	Tricuspid valve repair converted to tricuspid valvar replacement - prosthesis synthetic	Repeated words: [Tricuspid]							FALSE	FALSE										Tricuspid valve repair converted to tricuspid valvar replacement - prosthesis synthetic
			prosthesis total	D	Tricuspid valve repair converted to tricuspid valvar replacement - prosthesis total	Repeated words: [Tricuspid]							FALSE	FALSE										Tricuspid valve repair converted to tricuspid valvar replacement - prosthesis total
		Tricuspid valvar replacement		S									FALSE	FALSE										
			bioprosthesis	I	Tricuspid valvar replacement with bioprosthesis								FALSE	FALSE										Tricuspid valvar replacement - bioprosthesis
			homograft	I	Tricuspid valvar replacement with homograft								FALSE	FALSE										Tricuspid valvar replacement with homograft
			prosthesis mechanical	I	Tricuspid valvar replacement with mechanical prosthesis								FALSE	FALSE										Tricuspid valvar replacement - prosthesis mechanical
			prosthesis partial	I	Tricuspid valvar replacement with prosthesis, NOS								FALSE	FALSE										Tricuspid valvar replacement - prosthesis partial
			prosthesis synthetic	D	Tricuspid valvar replacement - prosthesis synthetic								FALSE	FALSE										Tricuspid valvar replacement - prosthesis synthetic
			prosthesis total	D	Tricuspid valvar replacement - prosthesis total								FALSE	FALSE										Tricuspid valvar replacement - prosthesis total
HDH.DN.AF	Percutaneous transluminal replacement of tricuspid valve							Transcatheter tricuspid valve implantation; TTVI	bioprosthesis; homograft; prosthesis:; mechanical; partial; synthetic; total				FALSE	FALSE									Percutaneous transluminal replacement of tricuspid valve	
			bioprosthesis	I	Percutaneous transluminal replacement of tricuspid valve -with bioprosthesis								FALSE	FALSE										Percutaneous transluminal replacement of tricuspid valve - bioprosthesis
			homograft	I	Percutaneous transluminal replacement of tricuspid valve with homograft								FALSE	FALSE										Percutaneous transluminal replacement of tricuspid valve with homograft
			prosthesis mechanical	I	Percutaneous transluminal replacement of tricuspid valve with mechanical prosthesis								FALSE	FALSE										Percutaneous transluminal replacement of tricuspid valve - prosthesis mechanical
			prosthesis partial	I	Percutaneous transluminal replacement of tricuspid valve with prosthesis, NOS								FALSE	FALSE										Percutaneous transluminal replacement of tricuspid valve - prosthesis partial
			prosthesis synthetic	D	Percutaneous transluminal replacement of tricuspid valve - prosthesis synthetic								FALSE	FALSE										Percutaneous transluminal replacement of tricuspid valve - prosthesis synthetic
			prosthesis total	D	Percutaneous transluminal replacement of tricuspid valve - prosthesis total								FALSE	FALSE										Percutaneous transluminal replacement of tricuspid valve - prosthesis total
		Transcatheter tricuspid valve implantation		S									FALSE	FALSE										
			bioprosthesis	I	Transcatheter tricuspid valve implantation with bioprosthesis								FALSE	FALSE										Transcatheter tricuspid valve implantation - bioprosthesis
			homograft	I	Transcatheter tricuspid valve implantation with homograft								FALSE	FALSE										Transcatheter tricuspid valve implantation with homograft
			prosthesis mechanical	I	Transcatheter tricuspid valve implantation with mechanical prosthesis								FALSE	FALSE										Transcatheter tricuspid valve implantation - prosthesis mechanical
			prosthesis partial	I	Transcatheter tricuspid valve implantation with prosthesis, NOS 								FALSE	FALSE										Transcatheter tricuspid valve implantation - prosthesis partial
			prosthesis synthetic	D	Transcatheter tricuspid valve implantation - prosthesis synthetic								FALSE	FALSE										Transcatheter tricuspid valve implantation - prosthesis synthetic
			prosthesis total	D	Transcatheter tricuspid valve implantation - prosthesis total								FALSE	FALSE										Transcatheter tricuspid valve implantation - prosthesis total
		TTVI		S									FALSE	FALSE										
			bioprosthesis	I	TTVI with bioprosthesis								FALSE	FALSE										TTVI - bioprosthesis
			homograft	I	TTVI with homograft								FALSE	FALSE										TTVI with homograft
			prosthesis mechanical	I	TTVI with mechanical prosthesis								FALSE	FALSE										TTVI - prosthesis mechanical
			prosthesis partial	I	TTVI with prosthesis, NOS								FALSE	FALSE										TTVI - prosthesis partial
			prosthesis synthetic	D	TTVI - prosthesis synthetic								FALSE	FALSE										TTVI - prosthesis synthetic
			prosthesis total	D	TTVI - prosthesis total								FALSE	FALSE										TTVI - prosthesis total
HDH.LG.AA	Dilatation of tricuspid valve by transventricular approach							Closed tricuspid valvotomy; Dilation of tricuspid valve	tricuspid valve commissure				FALSE	FALSE									Dilatation of tricuspid valve by transventricular approach	
			tricuspid valve commissure	I	Dilatation of tricuspid valve commissure by transventricular approach 	Repeated words: [tricuspid, valve]							FALSE	FALSE										Dilatation of tricuspid valve by transventricular approach - tricuspid valve commissure
		Closed tricuspid valvotomy		I									FALSE	FALSE										
			tricuspid valve commissure	I	Closed tricuspid commissure valvotomy 	Repeated words: [tricuspid]							FALSE	FALSE										Closed tricuspid valvotomy - tricuspid valve commissure
		Dilation of tricuspid valve		I									FALSE	FALSE										
			tricuspid valve commissure	I	Dilation of tricuspid valve commissure	Repeated words: [tricuspid, valve]							FALSE	FALSE										Dilation of tricuspid valve - tricuspid valve commissure
HDH.MK.AA	Repair of tricuspid valve								annuloplasty; leaflet repair				FALSE	FALSE									Repair of tricuspid valve	
			annuloplasty	I	Repair of tricuspid valve with annuloplasty								FALSE	FALSE										Repair of tricuspid valve via annuloplasty
			leaflet repair	I	Repair of tricuspid valve with leaflet repair	Repeated words: [Repair]							FALSE	FALSE										Repair of tricuspid valve - leaflet repair
HDH.ML.AF	Percutaneous transluminal repair of tricuspid valve with prosthesis							Percutaneous transluminal:; balloon tricuspid valvuloplasty; repair of tricuspid valve with tissue graft; tricuspid valve annuloplasty	autograft; bioprosthesis; heterograft; homograft; prosthesis:; mechanical; partial; synthetic; total				FALSE	FALSE									Percutaneous transluminal repair of tricuspid valve with prosthesis	
			autograft	I	Percutaneous transluminal repair of tricuspid valve with autograft								FALSE	FALSE										Percutaneous transluminal repair of tricuspid valve with prosthesis via autograft
			bioprosthesis	I	Percutaneous transluminal repair of tricuspid valve with bioprosthesis								FALSE	FALSE										Percutaneous transluminal repair of tricuspid valve with bioprosthesis
			heterograft	I	Percutaneous transluminal repair of tricuspid valve with heterograft								FALSE	FALSE										Percutaneous transluminal repair of tricuspid valve with prosthesis via heterograft
			homograft	I	Percutaneous transluminal repair of tricuspid valve with homograft								FALSE	FALSE										Percutaneous transluminal repair of tricuspid valve with prosthesis via homograft
			prosthesis mechanical	I	Percutaneous transluminal repair of tricuspid valve with mechanical prosthesis								FALSE	FALSE										Percutaneous transluminal repair of tricuspid valve with mechanical prosthesis
			prosthesis partial	I	Percutaneous transluminal repair of tricuspid valve with prosthesis, NOS								FALSE	FALSE										Percutaneous transluminal repair of tricuspid valve with partial prosthesis
			prosthesis synthetic	D	Percutaneous transluminal repair of tricuspid valve with synthetic prosthesis								FALSE	FALSE										Percutaneous transluminal repair of tricuspid valve with synthetic prosthesis
			prosthesis total	D	Percutaneous transluminal repair of tricuspid valve with total prosthesis								FALSE	FALSE										Percutaneous transluminal repair of tricuspid valve with total prosthesis
